date,id,groupId,title,amount,display
12/11/2015,9b985682-d5d5-40f9-9b77-8b0944457eb3,fe6059e7-01e6-4bfc-a1d8-1798cbfd964b,AMAZON MKTPLACE PMTS   AMZN.COM/BILL WA 15344,-15,
12/9/2015,e8d20e92-24ea-4339-98f9-78fc7ef3037f,fe6059e7-01e6-4bfc-a1d8-1798cbfd964b,AMAZON MKTPLACE PMTS   AMZN.COM/BILL WA 15342,-21,
12/8/2015,50f4130a-d969-4ef0-bb4f-78008a0e6fd8,fe6059e7-01e6-4bfc-a1d8-1798cbfd964b,AMAZON MKTPLACE PMTS   AMZN.COM/BILL WA 15341,-154,
12/2/2015,24438cd2-d73d-4ebe-9a2e-5f716afce6c8,fe6059e7-01e6-4bfc-a1d8-1798cbfd964b,AMAZON MKTPLACE PMTS   AMZN.COM/BILL WA 15335,-119,
12/15/2016,fb76230c-eee9-4063-8687-3e77d757285a,f99abbb9-0f78-4f76-938e-6a61b5ed4e38,USPS KIOSK 35965 217 W NEW YORK     NYUS02194,-40,USPS
12/7/2016,c2a04280-5301-4516-ac06-d6783024d1a2,f7b95203-2dbd-422a-96fa-b549ade3c99b,7-ELEVEN               NEW YORK     NYUS05155,-7,7/11
4/5/2016,255257c0-883e-473b-b0ec-0318c21b611f,f7b95203-2dbd-422a-96fa-b549ade3c99b,7-ELEVEN 35819         NEW YORK      NY 16095,-2,
4/19/2017,07570858-c3d2-4dd9-839e-1e9e0a4dcaa2,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 17108,-4,Incident Page
4/6/2017,ae2b7737-3830-4895-a6ee-f477b9b803b6,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 17095,-4,
3/23/2017,4b341246-6c3d-4c33-b9e7-fe358e47f1dc,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 17081,-4,
3/9/2017,cf499855-f9e2-44db-953b-f4047db537e5,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 17067,-4,
2/23/2017,f4bd616c-14bc-46c7-bf04-21a59493dea8,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 17053,-4,
2/9/2017,193263e2-b690-4690-b7ca-f2025a251379,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 17039,-4,
1/25/2017,de7522cb-730e-412f-9b7c-3fc7debbb0ac,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 17024,-4,
1/12/2017,26d8a292-c62f-4b0b-8316-f91884d2a96e,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 17011,-4,
12/29/2016,05b816ba-450c-40cd-b3d7-268ba6a97dfb,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16363,-4,
12/15/2016,d510db2e-84b8-4d5b-aea8-9afb26c04e56,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16349,-4,
12/1/2016,340d32e1-3d78-4ad2-9f9c-25216c4969ee,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16335,-4,
11/17/2016,7f80d757-e9d1-4097-9c95-7fdb16e509a1,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16321,-4,
11/3/2016,408a3333-82e0-410f-89ab-f9165f046323,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16307,-4,
10/20/2016,a3d6017f-63d1-428f-b682-5b96366ad051,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16293,-4,
10/6/2016,cc0aae32-bd8b-4c68-a380-72e635eb129d,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16279,-4,
9/22/2016,a6b9e402-f632-4f88-902c-b52e35fb5cfc,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16265,-4,
9/8/2016,025310a5-6d17-45bf-a368-dfc46bdaa613,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16251,-4,
8/25/2016,55e43c0d-cce1-4907-ba7a-d3e658053185,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16237,-4,
8/11/2016,b559c665-2a68-493f-a0b3-1af39bff8086,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16223,-4,
7/28/2016,67e5d808-ac90-453a-a0df-b8c521c48af4,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16209,-4,
7/14/2016,59e309f0-73e7-425d-aa71-3717285ab54f,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16195,-4,
6/30/2016,ef00a881-a8d8-45a6-ae03-f79c5a43fa90,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16181,-4,
6/15/2016,74920af3-1281-4ac5-a390-bbbb4def1131,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16166,-4,
6/2/2016,86af03cd-5ca4-46dd-b201-331e10a933a3,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16153,-4,
5/18/2016,02394d34-4dc0-4528-a141-a6c881bfd215,f6ecf6d4-94c1-4da7-818c-9f579fbb78dd,INCIDENTPAGE.NET       WYLIE         TX 16138,-4,
4/29/2016,18b4edf1-885d-4dfa-9fa9-38a8db33a28a,f4bfe089-c0a9-4293-865e-c97acc43723f,NY BURGER II           NEW YORK      NY 16119,-7,New York Burger Co.
4/19/2016,3466f12a-f37f-4e5b-ab3f-7294bfe4c858,f4bfe089-c0a9-4293-865e-c97acc43723f,NY BURGER II           NEW YORK      NY 16107,-11,
2/26/2016,e9bf005c-7df1-4874-bedd-189e37a3ec96,f4bfe089-c0a9-4293-865e-c97acc43723f,NY BURGER II           NEW YORK      NY 16056,-7,
2/17/2016,685adb08-e7a0-4483-b6c8-7a81bf7a5d21,f4bfe089-c0a9-4293-865e-c97acc43723f,NY BURGER II           NEW YORK      NY 16044,-11,
1/22/2016,9622348e-ab71-4699-bfc6-64c3c36afe6b,f4bfe089-c0a9-4293-865e-c97acc43723f,NY BURGER II           NEW YORK      NY 16021,-7,
1/12/2016,aad3b3e9-b34a-4ddc-80f4-d76b82b0b550,f4bfe089-c0a9-4293-865e-c97acc43723f,NY BURGER II           NEW YORK      NY 16009,-7,
12/18/2015,a2158d95-85b0-4de7-976d-19c455f37084,f4bfe089-c0a9-4293-865e-c97acc43723f,NY BURGER II           NEW YORK      NY 15351,-7,
12/15/2015,ba65aa29-f934-4772-bf88-06da1672f863,f4bfe089-c0a9-4293-865e-c97acc43723f,NY BURGER II           NEW YORK      NY 15346,-7,
12/4/2015,bab50348-b6d0-435b-97b9-fe6df2510274,f4bfe089-c0a9-4293-865e-c97acc43723f,NY BURGER II           NEW YORK      NY 15337,-7,
12/1/2015,74c97638-376e-4299-a4a1-ea5049e922ee,f4bfe089-c0a9-4293-865e-c97acc43723f,NY BURGER II           NEW YORK      NY 15332,-7,
11/24/2015,7a568f5e-022c-41d9-b694-e249ec2966d4,f4bfe089-c0a9-4293-865e-c97acc43723f,NY BURGER II           NEW YORK      NY 15325,-7,
11/17/2015,34c7a92e-1e2c-4581-a4cb-0571bb9c4def,f4bfe089-c0a9-4293-865e-c97acc43723f,NY BURGER II           NEW YORK      NY 15318,-7,
11/9/2015,f80e0a56-4d56-4b28-99a8-6512f728b19c,f4bfe089-c0a9-4293-865e-c97acc43723f,NY BURGER II           NEW YORK      NY 15310,-7,
4/4/2017,77b1ba34-51a2-4b6a-8aff-3085f381e257,f32cf1b4-47c2-407e-aee6-c83a2fc95d44,DIGITALOCEAN.COM       6463978051    NY 17093,-24,Digital Ocean
4/4/2017,9e934079-3930-49f1-85de-4f51815b7aa2,f32cf1b4-47c2-407e-aee6-c83a2fc95d44,DIGITALOCEAN.COM       6463978051    NY 17093,-5,
3/3/2017,14ad43b1-7db9-4e15-a05d-9003fcb721cc,f32cf1b4-47c2-407e-aee6-c83a2fc95d44,DIGITALOCEAN.COM       6463978051    NY 17061,-24,
3/3/2017,aca61b41-9dbe-4493-bee4-f110d6602cbe,f32cf1b4-47c2-407e-aee6-c83a2fc95d44,DIGITALOCEAN.COM       6463978051    NY 17061,-5,
2/3/2017,fb87617d-9de6-488b-afd4-bbd13f7b5bcd,f32cf1b4-47c2-407e-aee6-c83a2fc95d44,DIGITALOCEAN.COM       6463978051    NY 17033,-24,
2/3/2017,3c1fed1b-5fe5-446c-872a-28fd24975643,f32cf1b4-47c2-407e-aee6-c83a2fc95d44,DIGITALOCEAN.COM       6463978051    NY 17033,-1,
1/4/2017,9477be78-6b24-47c0-bd08-2c6d2c3cef1f,f32cf1b4-47c2-407e-aee6-c83a2fc95d44,DIGITALOCEAN.COM       6463978051    NY 17002,-24,
12/5/2016,846404d4-838f-4733-a459-f4d9be9ef7b8,f32cf1b4-47c2-407e-aee6-c83a2fc95d44,DIGITALOCEAN.COM       6463978051    NY 16337,-24,
11/3/2016,9aa49c7b-ec1d-4d59-92ac-60e5f170b503,f32cf1b4-47c2-407e-aee6-c83a2fc95d44,DIGITALOCEAN.COM       6463978051    NY 16307,-24,
10/4/2016,b4bdfffd-7454-4b1b-a631-cc80b06c2025,f32cf1b4-47c2-407e-aee6-c83a2fc95d44,DIGITALOCEAN.COM       6463978051    NY 16277,-26,
6/30/2016,bca2a821-64a9-41bb-a238-e9d7eaa33a06,efd13f04-7d49-41b2-892f-b09a4098e17f,KICKSTARTER BENCHMARK  9292244943    LA 16181,-50,Kickstarter
4/11/2017,9dfc731d-65ba-4670-8372-b150e29065d0,ecac2f94-841c-41fd-8bf5-0516fd692f4b,BEST BUY #482          NEW YORK     NYUS05157,-92,BestBuy
1/24/2017,ebde08b7-ecc6-47b0-9a42-c63208c441f6,e983380f-1e31-47dc-8713-3b13659de1d2,BGTEA855-984-1618      855-9841618   UT 17023,-49,Fraud?
2/17/2017,eddad71d-db2e-4276-8a96-26d3009d85f3,e08715fb-f94e-49b1-b052-afc747e7b5b5,PAYPAL *SBPRIME        4029357733    CA 17047,-10,Paypal
2/14/2017,abd32d8f-68f0-406c-8c6a-1452b72ed4aa,e08715fb-f94e-49b1-b052-afc747e7b5b5,PAYPAL *FIVERR COM     4029357733    ISR17044,-11,
10/25/2016,304917e0-0525-4f12-a4ed-e7b47a6c95da,e08715fb-f94e-49b1-b052-afc747e7b5b5,PAYPAL *MACETECHLLC    5102052944    CA 16298,-57,
4/19/2016,78a6e4cc-c905-4bb2-ab4f-0de5b2217259,e08715fb-f94e-49b1-b052-afc747e7b5b5,PAYPAL *GAMEDEVNETW    07708018187   CA 16109,-15,
4/25/2017,4b75d7c1-b13f-4965-a3e5-cb90d90e9901,dddf5105-9f20-4d1a-bbdc-95d91c8434bb,DNSIMPLE               8886947448    FL 17114,-5,DNS Simple
3/27/2017,eef637c2-cc62-4273-a94c-cdda1768d6ed,dddf5105-9f20-4d1a-bbdc-95d91c8434bb,DNSIMPLE               8886947448    FL 17083,-5,
2/27/2017,7fc2da12-53f7-489d-9cb0-f8a9c13a9b35,dddf5105-9f20-4d1a-bbdc-95d91c8434bb,DNSIMPLE               8886947448    FL 17055,-5,
2/9/2016,4c270f86-b3de-4047-a585-3d6a051efa1f,ddc3d002-dd71-4574-b021-26bc9960d4a0,BRAVO PIZZA            NEW YORK      NY 16039,-5,Bravo Pizza
11/24/2015,861d6b69-3b37-437e-ada4-4a822cc51bea,ddc3d002-dd71-4574-b021-26bc9960d4a0,BRAVO PIZZA            NEW YORK      NY 15327,-5,
8/23/2016,ac7a5158-75be-443d-8094-b8da2aade4ed,d9ccc458-c680-4608-9edc-c5403712b704,DOMAINAGENTS.COM       8662298242    CAN16235,-19,Domain Agents
2/3/2017,53a3dc08-13c9-47d1-aee7-e7f7e06098de,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference # 000957,-1,Unmarked Online Payment
11/21/2016,91abad22-b98d-4572-ac5d-8a4aa3ebe3cc,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference # 000119,-579,
11/7/2016,18c1c324-2eb7-4693-9f39-153fce0e8756,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference # 004344,-579,
10/7/2016,ea5d23c6-7fd8-4e3c-b1df-8e33f5514b46,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference # 004146,-17,
9/30/2016,a3548988-a463-4ffa-acaf-e5651dd23a81,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference # 007927,-944,
9/30/2016,88575a59-2fe4-41a4-9579-cbaf5c6472b3,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference # 007926,-21,
9/13/2016,5ebf0dfe-526c-4652-ba39-c52909f6edd2,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference # 001258,-30,
8/26/2016,1bc4da9e-1d1c-49eb-9bd2-63d5c9ed25ed,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference # 000545,-1,
7/29/2016,b10f498c-9a7f-4b61-bf5e-283782587d0b,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference # 001436,-102,
6/23/2016,87981c6e-c5b9-4b8e-8cdb-42ac534d5ea0,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference#    2092,-753,
6/9/2016,abbc6b49-3103-4411-b6aa-238dd7e3d83c,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference#    2901,-125,
4/26/2016,b7c10ccd-141c-4141-9983-2564863dd108,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference#    1734,-55,
4/13/2016,ac50956e-2d76-4cda-a617-6ad20414b960,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference#    2579,-67,
4/4/2016,78de6118-32cd-439a-8fbc-a475f9d1140a,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference#    1513,-39,
3/21/2016,612ea8d4-f3f7-4c9f-a80a-6abe148e872d,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference#    4776,-41,
3/11/2016,e52544d6-4f63-46fc-9c0c-c78917f14bae,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference#    6658,-71,
3/3/2016,6721ce36-5288-4eee-a329-51a6558f4505,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference#    8474,-51,
2/11/2016,9587bc5a-af02-4218-b9fd-4e845feea1e9,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference#    4064,-114,
2/2/2016,af726b7e-fdfb-4dbb-bb43-18fb09d44cc4,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference#    1847,-25,
12/21/2015,28434ff2-5a17-4822-b396-5b83c3482a36,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference#    7173,-40,
11/23/2015,78fab3aa-cdcd-47b1-9eee-450d75978425,d8550690-4fe6-4f20-9284-e667ed31d01e,ONLINE                     Reference#    1204,-95,
12/16/2016,e4d5e374-e34c-4ee4-9267-181ff4d04f20,d3b726ea-f480-4597-b6ba-d85d9de34dd6,THE LEGO STORE         NEW YORK      NY 16350,-23,Lego Store
4/6/2017,465c4bc1-c72e-4fc3-8295-bce2c88684c8,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE          NEW YORK      NY 17095,-8,Big Slice NYC
3/28/2017,12524cd7-1d4b-4d47-bc69-fb5de2cc8ecc,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE          NEW YORK      NY 17084,-8,
3/13/2017,2164c258-f833-46ef-962f-33f6031dd7ef,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE          NEW YORK      NY 17069,-8,
2/22/2017,164bf817-3714-4ae5-ad76-a8cb206b3709,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE          NEW YORK      NY 17049,-8,
2/14/2017,a21ed554-429e-460a-ac4f-54b34601f452,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE          NEW YORK      NY 17042,-5,
1/31/2017,e03a9f39-3a25-49eb-b31b-35d087ec9a09,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE          NEW YORK      NY 17028,-5,
1/10/2017,9cdee050-01a1-4d18-b1bd-fc76b99428a9,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE          NEW YORK      NY 17007,-7,
11/22/2016,697e0c66-cd04-4594-8a82-115ae6d36f88,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE OF NEW Y NEW YORK      NY 16324,-5,
11/8/2016,0e6045f5-fc81-41ce-bc6a-44d220c3f297,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE OF NEW Y NEW YORK      NY 16310,-7,
9/13/2016,e04b27b3-70eb-443b-b2fb-80cf7824e0fa,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE OF NEW Y NEW YORK      NY 16254,-7,
8/30/2016,c45acae6-99ff-4dc1-a874-d41ffd26710f,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE OF NEW Y NEW YORK      NY 16240,-7,
8/23/2016,bf0bfe29-0ed7-4006-ac1f-7ef1c431496e,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE OF NEW Y NEW YORK      NY 16233,-7,
8/15/2016,2056489c-17cf-48ba-9838-8162a201e802,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE OF NEW Y NEW YORK      NY 16225,-7,
8/1/2016,600904cc-3cb1-446e-b60e-4e0c12257b08,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE OF NEW Y NEW YORK      NY 16211,-7,
7/25/2016,150b61aa-c3d7-4cc4-8b15-128e282afb1e,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE OF NEW Y NEW YORK      NY 16204,-7,
7/19/2016,b7970254-0804-4ed4-a0a3-e3dc4f284722,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE OF NEW Y NEW YORK      NY 16198,-7,
7/14/2016,607a5501-3980-4138-b3a8-32c573af01da,d3b726ea-f480-4597-b6ba-d85d9de34dd4,THE BIG SLICE OF NEW Y NEW YORK      NY 16195,-7,
3/28/2017,47dae9f0-f783-43c3-9de5-dd85cd344320,cf7b6ac1-c53f-4490-8e64-ba24e0462f46,HRB ONLINE TAX PRODUCT 8004725625    MO 17086,-130,H&R Block
3/23/2017,2de4a7ca-c46a-43a2-915f-de1ce9d864f9,ca83ac1e-af81-4289-be54-7a08a6b1fa55,WPY*Help Joey Hudy Get 855-469-3729  CA 17081,-50,GoFundMe
10/4/2016,92b25f05-203a-4cfb-be33-b4c05b2776bc,ca83ac1e-af81-4289-be54-7a08a6b1fa55,WPY*Merlexs Medical Fu 855-469-3729  CA 16277,-25,
6/21/2016,6e8002bd-5ffe-4eee-9c6d-14f964b17646,ca83ac1e-af81-4289-be54-7a08a6b1fa55,WPY*Support Victims of 855-469-3729  CA 16172,-50,
5/13/2016,8c61311b-0ba4-41aa-9326-c68b0fc2b3f4,c6488726-68cf-4b0c-8670-f25d86e60b4c,UA UNION SQUARE 14     NEW YORK      NY 16133,-7,Movie Theatre
1/5/2017,aba48b64-12d5-4fe0-af72-6e35bb2d0cbf,c17df5ab-be96-4ea5-937f-7951b982896c,ADY*SPOTIFY P016E2B61  HTTPS://WWW.S NY 17004,-9,Spotify
11/7/2016,8cc5cbed-03b9-45bd-9822-44cca4e1cd45,c17df5ab-be96-4ea5-937f-7951b982896c,ADY*SPOTIFY P0103D441  HTTPS://WWW.S NY 16309,-9,
10/5/2016,4b0b2332-740e-469f-8373-41ee7f235ede,c17df5ab-be96-4ea5-937f-7951b982896c,ADY*SPOTIFY P00D3E706  HTTPS://WWW.S NY 16278,-9,
9/7/2016,c74c301c-5568-4484-8d10-c561cf759db4,c17df5ab-be96-4ea5-937f-7951b982896c,ADY*SPOTIFY P00A4D55F  HTTPS://WWW.S NY 16249,-9,
8/5/2016,09168f5e-9c0b-4763-8e98-7aafe7524a47,c17df5ab-be96-4ea5-937f-7951b982896c,ADY*SPOTIFY P007A9F3A  HTTPS://WWW.S NY 16217,-9,
3/7/2016,e912823d-e9cf-4e1f-a700-95da39eb94d5,c17df5ab-be96-4ea5-937f-7951b982896c,ADY*SPOTIFY 2323052830 646-8375380   NY 16064,-9,
2/5/2016,d76775a5-647d-433d-8eb0-8d8f50e16725,c17df5ab-be96-4ea5-937f-7951b982896c,ADY*SPOTIFY 2086670130 646-8375380   NY 16035,-9,
1/5/2016,8ab32a70-c59f-477c-86f4-d79f79f40644,c17df5ab-be96-4ea5-937f-7951b982896c,ADY*SPOTIFY 1797695820 646-8375380   NY 16004,-9,
12/7/2015,8cddd4d7-b6c0-46ac-a7d1-da172ddbec52,c17df5ab-be96-4ea5-937f-7951b982896c,ADY*SPOTIFY 1586223160 646-8375380   NY 15338,-9,
4/4/2017,ba4bcc8a-97fa-4b61-87c6-703874d9bb63,c13a3e65-ac5d-4bcd-a7c3-34913c55d225,GITHUB.COM  J8EW       4154486673    CA 17093,-7,Github
3/6/2017,73b3fee2-1470-465f-b1a4-1e5f51711865,c13a3e65-ac5d-4bcd-a7c3-34913c55d225,GITHUB.COM  J8EW       4154486673    CA 17062,-7,
2/6/2017,639d6113-6f8a-44c7-81d5-3313216823f2,c13a3e65-ac5d-4bcd-a7c3-34913c55d225,GITHUB.COM  J8EW       4154486673    CA 17034,-7,
1/4/2017,1fc36166-0fc5-4e8c-b984-38a1dd2f233f,c13a3e65-ac5d-4bcd-a7c3-34913c55d225,GITHUB.COM  J8EW       4154486673    CA 17003,-7,
12/6/2016,99163409-8ff6-4635-813a-b4b24cc8f19f,c13a3e65-ac5d-4bcd-a7c3-34913c55d225,GITHUB.COM  J8EW       4154486673    CA 16338,-7,
11/4/2016,97d76d77-d312-4e76-b196-162083aeefe7,c13a3e65-ac5d-4bcd-a7c3-34913c55d225,GITHUB.COM  J8EW       4154486673    CA 16308,-7,
10/4/2016,cb90e4b4-65a4-44ec-99b6-8b246b26dc6a,c13a3e65-ac5d-4bcd-a7c3-34913c55d225,GITHUB.COM  J8EW       4154486673    CA 16277,-7,
9/7/2016,32099368-0733-4f7f-84ab-d29fcc95720b,c13a3e65-ac5d-4bcd-a7c3-34913c55d225,GITHUB.COM  J8EW       4154486673    CA 16247,-7,
8/4/2016,d84a5038-1f9f-45ed-8f00-ac324f3a99d8,c13a3e65-ac5d-4bcd-a7c3-34913c55d225,GITHUB.COM  J8EW       4154486673    CA 16216,-7,
7/6/2016,cda57692-a07b-4c6b-9aad-a941094120b6,c13a3e65-ac5d-4bcd-a7c3-34913c55d225,GITHUB.COM  J8EW       4154486673    CA 16186,-7,
6/6/2016,8c681952-47c4-4385-9512-a3add233fa68,c13a3e65-ac5d-4bcd-a7c3-34913c55d225,GITHUB.COM  J8EW       4154486673    CA 16155,-3,
5/4/2016,a8d396d8-9a81-4d75-873b-9ad7d585f034,c13a3e65-ac5d-4bcd-a7c3-34913c55d225,GITHUB.COM  J8EW       4154486673    CA 16124,-12,
4/5/2016,8b20f4b7-aa42-4a91-91af-03074661e456,c13a3e65-ac5d-4bcd-a7c3-34913c55d225,GITHUB.COM  J8EW       4154486673    CA 16095,-12,
